case_id,landmark_round_type,joint_outcome_pattern,audit_stratum,design_weight,audit_inclusion_probability
3563,series-a,111,series-a|111,2.6,0.3846153846153846
3566,angel,000,angel|000,2.6263736263736264,0.3807531380753138
3569,series-a,011,series-a|011,2.6,0.3846153846153846
3570,series-a,111,series-a|111,2.6,0.3846153846153846
3572,series-a,000,series-a|000,2.652173913043478,0.3770491803278689
3573,series-a,110,series-a|110,2.6470588235294117,0.37777777777777777
3576,series-a,111,series-a|111,2.6,0.3846153846153846
3581,angel,110,angel|110,2.6,0.3846153846153846
3585,series-a,000,series-a|000,2.652173913043478,0.3770491803278689
3593,series-a,000,series-a|000,2.652173913043478,0.3770491803278689
3599,series-a,000,series-a|000,2.652173913043478,0.3770491803278689
3601,series-a,111,series-a|111,2.6,0.3846153846153846
3603,series-a,110,series-a|110,2.6470588235294117,0.37777777777777777
3608,series-a,011,series-a|011,2.6,0.3846153846153846
3609,series-a,011,series-a|011,2.6,0.3846153846153846
3615,series-a,000,series-a|000,2.652173913043478,0.3770491803278689
3620,angel,000,angel|000,2.6263736263736264,0.3807531380753138
3622,angel,110,angel|110,2.6,0.3846153846153846
3624,angel,110,angel|110,2.6,0.3846153846153846
3626,angel,000,angel|000,2.6263736263736264,0.3807531380753138
3628,angel,111,angel|111,2.7142857142857144,0.3684210526315789
3629,angel,110,angel|110,2.6,0.3846153846153846
3633,angel,000,angel|000,2.6263736263736264,0.3807531380753138
3635,angel,110,angel|110,2.6,0.3846153846153846
3636,angel,000,angel|000,2.6263736263736264,0.3807531380753138
3637,series-a,000,series-a|000,2.652173913043478,0.3770491803278689
3639,series-a,000,series-a|000,2.652173913043478,0.3770491803278689
3640,angel,010,angel|010,2.5789473684210527,0.3877551020408163
3644,angel,110,angel|110,2.6,0.3846153846153846
3647,series-a,111,series-a|111,2.6,0.3846153846153846
3652,angel,110,angel|110,2.6,0.3846153846153846
3657,angel,010,angel|010,2.5789473684210527,0.3877551020408163
3662,angel,000,angel|000,2.6263736263736264,0.3807531380753138
3663,angel,000,angel|000,2.6263736263736264,0.3807531380753138
3665,series-a,111,series-a|111,2.6,0.3846153846153846
3666,series-a,000,series-a|000,2.652173913043478,0.3770491803278689
3668,angel,000,angel|000,2.6263736263736264,0.3807531380753138
3670,series-a,000,series-a|000,2.652173913043478,0.3770491803278689
3675,series-a,110,series-a|110,2.6470588235294117,0.37777777777777777
3680,series-a,110,series-a|110,2.6470588235294117,0.37777777777777777
3682,angel,010,angel|010,2.5789473684210527,0.3877551020408163
3686,angel,011,angel|011,2.5,0.4
3688,series-a,000,series-a|000,2.652173913043478,0.3770491803278689
3690,angel,110,angel|110,2.6,0.3846153846153846
3692,angel,000,angel|000,2.6263736263736264,0.3807531380753138
3693,angel,000,angel|000,2.6263736263736264,0.3807531380753138
3694,angel,000,angel|000,2.6263736263736264,0.3807531380753138
3698,angel,110,angel|110,2.6,0.3846153846153846
3700,angel,000,angel|000,2.6263736263736264,0.3807531380753138
3702,angel,000,angel|000,2.6263736263736264,0.3807531380753138
3703,angel,000,angel|000,2.6263736263736264,0.3807531380753138
3705,angel,110,angel|110,2.6,0.3846153846153846
3706,angel,110,angel|110,2.6,0.3846153846153846
3709,series-a,000,series-a|000,2.652173913043478,0.3770491803278689
3710,series-a,000,series-a|000,2.652173913043478,0.3770491803278689
3712,angel,110,angel|110,2.6,0.3846153846153846
3713,series-a,010,series-a|010,2.727272727272727,0.3666666666666667
3714,angel,000,angel|000,2.6263736263736264,0.3807531380753138
3717,angel,000,angel|000,2.6263736263736264,0.3807531380753138
3718,angel,111,angel|111,2.7142857142857144,0.3684210526315789
3719,series-a,000,series-a|000,2.652173913043478,0.3770491803278689
3723,series-a,011,series-a|011,2.6,0.3846153846153846
3727,series-a,000,series-a|000,2.652173913043478,0.3770491803278689
3728,angel,000,angel|000,2.6263736263736264,0.3807531380753138
3730,series-a,111,series-a|111,2.6,0.3846153846153846
3733,series-a,000,series-a|000,2.652173913043478,0.3770491803278689
3738,series-a,000,series-a|000,2.652173913043478,0.3770491803278689
3740,angel,111,angel|111,2.7142857142857144,0.3684210526315789
3748,series-a,011,series-a|011,2.6,0.3846153846153846
3749,series-a,000,series-a|000,2.652173913043478,0.3770491803278689
3751,series-a,010,series-a|010,2.727272727272727,0.3666666666666667
3752,series-a,110,series-a|110,2.6470588235294117,0.37777777777777777
3753,series-a,010,series-a|010,2.727272727272727,0.3666666666666667
3756,series-a,000,series-a|000,2.652173913043478,0.3770491803278689
3757,angel,110,angel|110,2.6,0.3846153846153846
3761,angel,000,angel|000,2.6263736263736264,0.3807531380753138
3763,angel,000,angel|000,2.6263736263736264,0.3807531380753138
3766,series-a,000,series-a|000,2.652173913043478,0.3770491803278689
3767,angel,111,angel|111,2.7142857142857144,0.3684210526315789
3775,angel,000,angel|000,2.6263736263736264,0.3807531380753138
3777,series-a,011,series-a|011,2.6,0.3846153846153846
3778,angel,110,angel|110,2.6,0.3846153846153846
3781,angel,010,angel|010,2.5789473684210527,0.3877551020408163
3782,angel,110,angel|110,2.6,0.3846153846153846
3785,series-a,011,series-a|011,2.6,0.3846153846153846
3786,angel,000,angel|000,2.6263736263736264,0.3807531380753138
3787,angel,111,angel|111,2.7142857142857144,0.3684210526315789
3788,angel,111,angel|111,2.7142857142857144,0.3684210526315789
3793,angel,110,angel|110,2.6,0.3846153846153846
3794,series-a,000,series-a|000,2.652173913043478,0.3770491803278689
3795,angel,000,angel|000,2.6263736263736264,0.3807531380753138
3796,angel,110,angel|110,2.6,0.3846153846153846
3797,series-a,000,series-a|000,2.652173913043478,0.3770491803278689
3800,series-a,111,series-a|111,2.6,0.3846153846153846
3801,series-a,111,series-a|111,2.6,0.3846153846153846
3802,series-a,111,series-a|111,2.6,0.3846153846153846
3803,series-a,110,series-a|110,2.6470588235294117,0.37777777777777777
3804,angel,110,angel|110,2.6,0.3846153846153846
3806,series-a,000,series-a|000,2.652173913043478,0.3770491803278689
3813,series-a,111,series-a|111,2.6,0.3846153846153846
3817,angel,010,angel|010,2.5789473684210527,0.3877551020408163
3820,angel,110,angel|110,2.6,0.3846153846153846
3824,angel,000,angel|000,2.6263736263736264,0.3807531380753138
3825,series-a,000,series-a|000,2.652173913043478,0.3770491803278689
3827,angel,000,angel|000,2.6263736263736264,0.3807531380753138
3828,angel,010,angel|010,2.5789473684210527,0.3877551020408163
3829,angel,110,angel|110,2.6,0.3846153846153846
3833,angel,000,angel|000,2.6263736263736264,0.3807531380753138
3835,angel,000,angel|000,2.6263736263736264,0.3807531380753138
3839,angel,000,angel|000,2.6263736263736264,0.3807531380753138
3842,angel,010,angel|010,2.5789473684210527,0.3877551020408163
3843,series-a,010,series-a|010,2.727272727272727,0.3666666666666667
3848,series-a,111,series-a|111,2.6,0.3846153846153846
3850,angel,000,angel|000,2.6263736263736264,0.3807531380753138
3851,angel,000,angel|000,2.6263736263736264,0.3807531380753138
3854,angel,110,angel|110,2.6,0.3846153846153846
3855,series-a,000,series-a|000,2.652173913043478,0.3770491803278689
3860,series-a,000,series-a|000,2.652173913043478,0.3770491803278689
3861,series-a,111,series-a|111,2.6,0.3846153846153846
3864,angel,110,angel|110,2.6,0.3846153846153846
3865,angel,110,angel|110,2.6,0.3846153846153846
3870,angel,010,angel|010,2.5789473684210527,0.3877551020408163
3874,angel,000,angel|000,2.6263736263736264,0.3807531380753138
3875,series-a,000,series-a|000,2.652173913043478,0.3770491803278689
3876,angel,000,angel|000,2.6263736263736264,0.3807531380753138
3879,series-a,111,series-a|111,2.6,0.3846153846153846
3881,angel,110,angel|110,2.6,0.3846153846153846
3882,series-a,111,series-a|111,2.6,0.3846153846153846
3884,angel,111,angel|111,2.7142857142857144,0.3684210526315789
3885,angel,110,angel|110,2.6,0.3846153846153846
3886,angel,110,angel|110,2.6,0.3846153846153846
3887,angel,000,angel|000,2.6263736263736264,0.3807531380753138
3888,angel,110,angel|110,2.6,0.3846153846153846
3890,angel,000,angel|000,2.6263736263736264,0.3807531380753138
3891,angel,000,angel|000,2.6263736263736264,0.3807531380753138
3893,angel,111,angel|111,2.7142857142857144,0.3684210526315789
3894,angel,110,angel|110,2.6,0.3846153846153846
3896,angel,110,angel|110,2.6,0.3846153846153846
3897,series-a,111,series-a|111,2.6,0.3846153846153846
3898,angel,010,angel|010,2.5789473684210527,0.3877551020408163
3899,angel,110,angel|110,2.6,0.3846153846153846
3902,angel,000,angel|000,2.6263736263736264,0.3807531380753138
3904,angel,000,angel|000,2.6263736263736264,0.3807531380753138
3906,series-a,111,series-a|111,2.6,0.3846153846153846
3908,angel,011,angel|011,2.5,0.4
3913,angel,010,angel|010,2.5789473684210527,0.3877551020408163
3914,angel,000,angel|000,2.6263736263736264,0.3807531380753138
3915,angel,110,angel|110,2.6,0.3846153846153846
3920,angel,010,angel|010,2.5789473684210527,0.3877551020408163
3923,series-a,110,series-a|110,2.6470588235294117,0.37777777777777777
3927,angel,000,angel|000,2.6263736263736264,0.3807531380753138
3930,series-a,111,series-a|111,2.6,0.3846153846153846
3931,series-a,011,series-a|011,2.6,0.3846153846153846
3933,angel,010,angel|010,2.5789473684210527,0.3877551020408163
3936,series-a,010,series-a|010,2.727272727272727,0.3666666666666667
3937,angel,111,angel|111,2.7142857142857144,0.3684210526315789
3940,series-a,110,series-a|110,2.6470588235294117,0.37777777777777777
3941,series-a,111,series-a|111,2.6,0.3846153846153846
3944,series-a,111,series-a|111,2.6,0.3846153846153846
3949,series-a,000,series-a|000,2.652173913043478,0.3770491803278689
3951,series-a,111,series-a|111,2.6,0.3846153846153846
3952,angel,000,angel|000,2.6263736263736264,0.3807531380753138
3953,series-a,111,series-a|111,2.6,0.3846153846153846
3955,angel,000,angel|000,2.6263736263736264,0.3807531380753138
3958,angel,110,angel|110,2.6,0.3846153846153846
3959,series-a,111,series-a|111,2.6,0.3846153846153846
3961,series-a,000,series-a|000,2.652173913043478,0.3770491803278689
3962,angel,110,angel|110,2.6,0.3846153846153846
3963,angel,000,angel|000,2.6263736263736264,0.3807531380753138
3965,series-a,110,series-a|110,2.6470588235294117,0.37777777777777777
3966,series-a,010,series-a|010,2.727272727272727,0.3666666666666667
3974,series-a,110,series-a|110,2.6470588235294117,0.37777777777777777
3976,angel,000,angel|000,2.6263736263736264,0.3807531380753138
3980,series-a,111,series-a|111,2.6,0.3846153846153846
3983,angel,000,angel|000,2.6263736263736264,0.3807531380753138
3992,series-a,000,series-a|000,2.652173913043478,0.3770491803278689
3995,series-a,110,series-a|110,2.6470588235294117,0.37777777777777777
4001,angel,010,angel|010,2.5789473684210527,0.3877551020408163
4006,series-a,111,series-a|111,2.6,0.3846153846153846
4007,series-a,111,series-a|111,2.6,0.3846153846153846
4008,series-a,000,series-a|000,2.652173913043478,0.3770491803278689
4009,series-a,000,series-a|000,2.652173913043478,0.3770491803278689
4010,series-a,110,series-a|110,2.6470588235294117,0.37777777777777777
4012,series-a,111,series-a|111,2.6,0.3846153846153846
4013,series-a,111,series-a|111,2.6,0.3846153846153846
4024,angel,000,angel|000,2.6263736263736264,0.3807531380753138
4026,angel,110,angel|110,2.6,0.3846153846153846
4028,series-a,010,series-a|010,2.727272727272727,0.3666666666666667
4029,angel,110,angel|110,2.6,0.3846153846153846
4033,series-a,111,series-a|111,2.6,0.3846153846153846
4037,angel,010,angel|010,2.5789473684210527,0.3877551020408163
4041,series-a,000,series-a|000,2.652173913043478,0.3770491803278689
4043,angel,111,angel|111,2.7142857142857144,0.3684210526315789
4045,series-a,000,series-a|000,2.652173913043478,0.3770491803278689
4046,angel,000,angel|000,2.6263736263736264,0.3807531380753138
4047,angel,010,angel|010,2.5789473684210527,0.3877551020408163
4048,angel,000,angel|000,2.6263736263736264,0.3807531380753138
4052,angel,000,angel|000,2.6263736263736264,0.3807531380753138
4055,angel,110,angel|110,2.6,0.3846153846153846
4056,angel,000,angel|000,2.6263736263736264,0.3807531380753138
4057,angel,000,angel|000,2.6263736263736264,0.3807531380753138
4058,angel,110,angel|110,2.6,0.3846153846153846
4059,angel,000,angel|000,2.6263736263736264,0.3807531380753138
4061,angel,110,angel|110,2.6,0.3846153846153846
4067,angel,000,angel|000,2.6263736263736264,0.3807531380753138
4068,series-a,010,series-a|010,2.727272727272727,0.3666666666666667
4069,series-a,110,series-a|110,2.6470588235294117,0.37777777777777777
4073,angel,010,angel|010,2.5789473684210527,0.3877551020408163
4076,series-a,011,series-a|011,2.6,0.3846153846153846
4079,angel,000,angel|000,2.6263736263736264,0.3807531380753138
4086,series-a,000,series-a|000,2.652173913043478,0.3770491803278689
4089,series-a,000,series-a|000,2.652173913043478,0.3770491803278689
4090,angel,010,angel|010,2.5789473684210527,0.3877551020408163
4092,angel,000,angel|000,2.6263736263736264,0.3807531380753138
4095,series-a,111,series-a|111,2.6,0.3846153846153846
4096,series-a,110,series-a|110,2.6470588235294117,0.37777777777777777
4097,series-a,011,series-a|011,2.6,0.3846153846153846
4098,series-a,011,series-a|011,2.6,0.3846153846153846
4103,angel,000,angel|000,2.6263736263736264,0.3807531380753138
4104,series-a,000,series-a|000,2.652173913043478,0.3770491803278689
4106,angel,000,angel|000,2.6263736263736264,0.3807531380753138
4111,series-a,111,series-a|111,2.6,0.3846153846153846
4113,series-a,011,series-a|011,2.6,0.3846153846153846
4117,angel,110,angel|110,2.6,0.3846153846153846
4120,angel,000,angel|000,2.6263736263736264,0.3807531380753138
4125,series-a,110,series-a|110,2.6470588235294117,0.37777777777777777
4128,series-a,111,series-a|111,2.6,0.3846153846153846
4129,angel,000,angel|000,2.6263736263736264,0.3807531380753138
4130,angel,000,angel|000,2.6263736263736264,0.3807531380753138
4133,angel,000,angel|000,2.6263736263736264,0.3807531380753138
4134,series-a,111,series-a|111,2.6,0.3846153846153846
4140,angel,000,angel|000,2.6263736263736264,0.3807531380753138
4142,angel,111,angel|111,2.7142857142857144,0.3684210526315789
4145,angel,110,angel|110,2.6,0.3846153846153846
4154,angel,000,angel|000,2.6263736263736264,0.3807531380753138
4156,series-a,011,series-a|011,2.6,0.3846153846153846
4165,series-a,011,series-a|011,2.6,0.3846153846153846
4166,angel,000,angel|000,2.6263736263736264,0.3807531380753138
4167,angel,111,angel|111,2.7142857142857144,0.3684210526315789
4169,angel,110,angel|110,2.6,0.3846153846153846
4171,series-a,111,series-a|111,2.6,0.3846153846153846
4179,angel,000,angel|000,2.6263736263736264,0.3807531380753138
4183,series-a,000,series-a|000,2.652173913043478,0.3770491803278689
4184,series-a,010,series-a|010,2.727272727272727,0.3666666666666667
4191,series-a,000,series-a|000,2.652173913043478,0.3770491803278689
4192,series-a,110,series-a|110,2.6470588235294117,0.37777777777777777
4202,series-a,010,series-a|010,2.727272727272727,0.3666666666666667
4204,series-a,000,series-a|000,2.652173913043478,0.3770491803278689
4210,angel,110,angel|110,2.6,0.3846153846153846
4211,series-a,010,series-a|010,2.727272727272727,0.3666666666666667
4215,series-a,110,series-a|110,2.6470588235294117,0.37777777777777777
4219,angel,000,angel|000,2.6263736263736264,0.3807531380753138
4221,angel,000,angel|000,2.6263736263736264,0.3807531380753138
4222,angel,000,angel|000,2.6263736263736264,0.3807531380753138
4223,angel,000,angel|000,2.6263736263736264,0.3807531380753138
4230,angel,000,angel|000,2.6263736263736264,0.3807531380753138
4231,angel,000,angel|000,2.6263736263736264,0.3807531380753138
4232,angel,110,angel|110,2.6,0.3846153846153846
